ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
83716G96AL,43,M,1493051,12/20/2018
24195R13FH,39,F,1549761,11/9/2018
31368M88NV,56,M,698637,3/25/2019
78216Q31XS,63,M,685593,4/14/2017
06284G82WI,48,M,1333421,7/8/2018
40041E89GJ,60,M,320839,2/27/2019
95682Q28QN,57,F,537641,10/16/2018
78592R54TQ,42,M,908845,11/3/2016
00086W19KH,31,F,747818,4/16/2018
10695R99MK,58,M,327240,11/18/2018
70546Z06AO,49,F,862331,2/21/2019
99254X29CS,50,M,1137198,3/9/2018
13940Q60AI,57,M,907791,2/28/2018
15926T26ZM,27,F,1110157,11/21/2018
99599O52NI,42,F,1352236,2/27/2018
78072S82XU,44,F,1334753,11/25/2018
77230U23WS,49,F,1506129,7/7/2018
52741S65VS,43,F,1156326,7/5/2018
33410H38YO,51,F,1817918,4/23/2019
56690W85NW,54,M,515860,6/16/2018
01180M03WO,27,M,1102009,11/29/2018
13622Q47WU,61,F,1331237,3/24/2018
82888M59SD,57,F,463179,7/16/2018
19283F40RZ,28,M,1361840,6/16/2018
88191I56SN,52,M,1602687,3/20/2018
80070H16OX,51,M,1849533,9/29/2018
78810Q88DU,56,M,1115034,10/1/2018
93611L64FH,47,M,1007095,4/10/2018
45657D96SG,29,F,730328,10/3/2018
92823K80FE,64,F,1835555,4/23/2019
73788R77XF,52,M,420429,1/19/2019
31984F52DL,41,F,1461887,12/20/2017
68913H84II,57,F,1775772,11/29/2018
21534F12JT,51,F,557811,11/28/2018
36113B26AZ,42,M,1025888,4/22/2019
71616R22RW,56,M,396264,10/17/2016
86727C95FE,45,F,926938,12/29/2018
41748Z32LV,50,M,1737677,6/7/2018
92264J57GH,27,F,586137,9/17/2016
75830G39SK,26,M,1245658,2/15/2018
77369X33MP,48,M,1870866,9/22/2018
18327X97GB,35,M,875531,4/15/2018
71692Q77VC,38,F,1527174,10/14/2017
29441I26IQ,64,F,1535005,4/8/2019
11364E33VN,64,F,1487461,7/18/2018
23068X67YT,38,F,1145734,4/2/2019
38047W29CR,36,F,1033050,9/12/2017
50603X87LX,49,F,805455,2/28/2019
10560S99CT,61,F,1839808,2/24/2018
35682C42HT,27,F,801462,6/19/2019
40808I27WK,32,M,945817,6/20/2019
22564D75II,43,F,1328102,1/25/2019
05421F65OK,39,F,1287827,7/29/2018
55951R54AC,44,F,1266064,6/3/2018
58769X88BR,50,F,1572755,4/21/2018
09246F69AM,29,F,698845,12/7/2018
56240E75HH,44,M,1725114,4/17/2017
80414U58IW,50,F,1476064,5/9/2017
80011P36WA,48,F,1382302,2/22/2018
94911D25JB,56,F,350517,4/11/2019
05191P93CU,61,M,641792,9/27/2018
67522M16XZ,47,M,1010004,3/8/2019
12557I87CV,55,M,789714,12/9/2016
90140U68RQ,33,M,828529,5/24/2018
05576W30OY,49,M,1474715,5/7/2018
94533H68SX,57,M,1010933,12/11/2018
08314U64AW,46,F,1439279,5/10/2019
83247S08XA,33,M,1392323,7/28/2018
40506F08TR,35,F,755522,6/21/2019
41551W72NZ,45,F,1224212,3/21/2019
20301M98OD,36,F,1199911,5/10/2018
53704Y71CV,65,F,1641618,3/5/2017
91439V42JV,36,M,1852225,2/14/2019
03283T73VY,45,M,954257,11/6/2018
08203Q85KT,43,M,1490760,10/18/2018
67348Y76LD,47,F,825474,11/26/2016
68543J03TE,31,F,586206,9/18/2018
52804D49EJ,37,F,830056,1/19/2018
52379F67ZP,31,M,1480150,12/5/2018
97965S64HI,28,M,681878,5/3/2019
79639E08PR,25,F,1048823,5/1/2018
20559R88SE,61,M,305293,2/20/2018
80266E91JF,30,F,557963,6/18/2018
18586Z31YR,55,F,1617554,4/7/2018
50870B16UR,47,M,1543616,5/26/2019
51396Q14MD,35,F,1156610,2/18/2018
56236V99HB,50,F,1390692,3/31/2019
29850J59XY,43,F,1536517,7/17/2017
70036I34PX,52,F,1622303,6/23/2018
66751V59IZ,45,F,1287802,3/9/2018
65232K17KS,55,M,920684,7/22/2018
45091R45TD,40,F,1355528,11/24/2018
01668P26WF,25,F,1030122,4/15/2019
74230U42LX,27,F,580234,11/18/2016
96406Z87UW,57,M,1914974,5/9/2019
11687B55TZ,63,F,1138577,5/8/2018
43252Y99BW,55,M,1296531,5/2/2019
33007W76XY,32,M,839965,5/4/2019
25111A56DR,60,M,1632592,9/28/2018
76599K45CO,60,M,315914,3/27/2019
21122U39XY,54,M,1770886,7/12/2018
25201C38LM,30,F,545516,6/25/2019
19595P89DO,33,F,988748,4/18/2018
99385D38KR,28,M,1306727,12/21/2018
48780Q76TJ,34,M,959465,6/22/2019
26278X15OT,27,M,869965,7/4/2018
45204Q37ME,32,M,612722,9/14/2018
18627C38PF,30,F,799905,3/3/2018
04918S24IW,56,M,666614,6/16/2019
64296R95NO,26,M,1332725,3/4/2018
46631B62EZ,65,F,869907,8/24/2017
05450Q22FP,59,F,1551845,5/19/2019
94780M71ML,48,F,995450,4/23/2018
35785N14GM,65,M,1337585,4/10/2018
02486M20NN,53,F,556993,5/1/2019
56699E65JM,26,M,759521,3/7/2019
44507J55TI,57,F,1593785,7/23/2018
33393U87SH,33,F,1191421,10/25/2018
49153X90NT,44,F,1044522,11/2/2018
87894K91OA,31,F,1132828,5/20/2019
59143Z23TF,38,M,1995160,3/30/2018
38700T31CI,52,F,773281,11/8/2018
58226D72NQ,28,F,1064587,8/25/2018
26887Q71OK,39,F,948772,2/6/2017
56648H67IH,62,M,849182,4/23/2017
04412X79FI,29,F,997936,10/12/2018
33923P49AI,29,F,961984,9/30/2018
66199T01BJ,41,F,1525116,11/27/2018
58062Y05CO,30,F,1112174,3/16/2019
66521G70XO,50,F,1123018,11/10/2018
38343P54YT,28,M,923939,10/12/2018
20969I41PE,55,M,976967,5/9/2018
02205T37DF,53,M,922331,9/19/2018
46985A88IY,56,M,1130229,1/11/2018
94710K03SA,62,F,1188373,9/3/2018
01765B30MY,25,M,810067,9/20/2018
89452L53WU,49,F,1218876,10/1/2018
14655J37BP,48,F,1508251,7/8/2018
51679X10DB,64,F,1072600,10/16/2018
75580P57CN,51,M,1880940,4/1/2019
68357E41FL,46,F,1237093,10/8/2018
86943B94CQ,64,F,1558161,11/27/2018
02600C68OR,53,M,390720,11/8/2016
82130I29LT,35,M,775371,3/14/2018
46369U58EP,58,M,1809927,11/29/2017
42405I34RQ,34,M,658642,11/27/2018
67334N05AR,56,F,1341236,1/11/2019
05915O80EY,64,M,303355,6/26/2019
14297A20EF,36,M,1486264,7/1/2018
02619K93CX,30,F,966179,4/10/2018
63060R87KM,53,M,1091505,4/11/2018
52925C06UR,40,M,1264938,5/4/2018
15064L02JN,43,M,1404689,6/21/2019
22845P38LR,53,F,1865945,3/1/2018
06823P43EM,25,M,1086812,3/18/2019
25810R64BK,39,M,1391634,5/17/2018
18301B87LK,55,F,1798612,3/20/2018
24440W87NP,35,F,564349,3/15/2018
94966X65GC,25,M,975353,1/21/2019
55331J01GO,28,F,934207,9/21/2018
69274U15AA,32,F,1008321,10/26/2016
61024W28KG,34,M,1446072,1/11/2018
66512L36VV,46,M,1184966,2/20/2018
00453Z86PH,56,F,1850029,6/5/2018
18682M52DH,56,F,1075991,10/8/2016
13952C16UY,59,M,1051954,7/10/2018
39571N03QS,49,M,1301348,11/2/2018
46930Y03MG,30,M,1332586,2/18/2018
39809A04KC,65,F,829350,8/19/2018
53569B18YS,58,M,1948204,6/29/2018
39309F25VR,51,M,970379,2/10/2019
68328Q94AE,47,F,1383291,6/13/2018
98097G81IR,27,F,827574,11/6/2018
40273I55FB,38,M,1839939,5/12/2018
07573W30JJ,34,F,1015949,3/16/2018
28049I06IK,34,M,930916,3/14/2018
69475I40KV,60,F,968876,3/5/2019
76318O04SN,53,M,1058489,12/6/2018
01047H02NF,49,M,1823295,4/22/2019
09323Y37IK,30,F,808383,9/24/2016
88345F08YO,61,F,416054,6/19/2018
68457O74OK,43,M,1885735,8/23/2018
20151A49HF,31,M,1435258,1/23/2019
59653X79JC,34,F,810026,4/2/2019
44806B62YL,65,F,876138,1/28/2018
18403Z67CC,65,F,597653,8/9/2018
74519L75AA,29,M,1315537,9/11/2018
87103K57WC,44,M,1483732,5/9/2019
55448S65JG,60,F,396394,1/25/2019
17986I29QP,59,F,369042,2/28/2018
47287D04EV,48,M,1591565,6/18/2017
47519K60LS,48,F,980250,5/17/2019
40794I82UZ,53,M,1925167,5/2/2018
65695L37KP,58,M,1099032,12/23/2017
02910A42NW,53,M,1054880,9/21/2018
09939P46SP,57,F,1824937,4/16/2019
00848G10GY,56,M,471288,3/13/2019
59392L52GW,38,F,1505179,11/12/2018
03365T40OG,54,M,339386,3/4/2019
72733U31OC,48,M,1472014,7/28/2018
01223S07FF,37,M,1769670,5/2/2018
48730P16IN,53,F,857392,12/16/2016
70934K61WK,48,M,1838051,4/11/2018
50662T12KB,28,M,1325892,6/11/2018
56193J44DO,27,M,1025802,12/31/2018
77073X42GJ,58,M,1650864,5/30/2018
65495T46LY,60,F,624015,2/22/2019
33758P82OL,29,M,1082375,6/8/2019
55113R73TR,63,M,1292226,1/4/2018
27570M17QL,58,F,357081,10/31/2018
70994S05OK,49,F,1079538,5/8/2019
21702L97BI,44,F,1549408,3/29/2018
07138I53JC,56,F,776261,2/5/2019
96898Q32SH,49,F,1000684,6/25/2018
85951S81EU,49,M,1725519,11/8/2018
20057J37PI,34,F,1007534,1/27/2019
34482F65HP,42,F,1419579,11/4/2018
95053F85SM,56,M,358163,3/3/2018
32873Q57YY,35,F,1010942,4/27/2018
03059F17PP,64,M,1723496,6/11/2018
61332R43KM,30,F,1063012,6/27/2019
00173T63OL,46,F,1540824,1/18/2018
18581Y30LI,29,F,1189441,11/4/2018
87954I73ZV,53,M,918394,2/25/2018
25545C19KW,25,F,1126867,5/6/2019
46680S37XL,51,M,497864,6/10/2019
64836A30ZC,48,F,1524652,6/4/2018
32090C29RP,33,F,505603,3/2/2019
40849G58NT,37,M,1876982,3/12/2018
84432S32HH,64,M,1012565,3/31/2018
70934R88LM,65,F,1669300,9/30/2018
73237I75BU,56,M,1317506,6/16/2019
64422N63LK,34,M,794701,3/30/2018
77404M91GH,52,F,1760328,10/3/2017
05235O91UD,52,F,1901122,2/21/2018
31522Q93QE,60,F,1287842,6/13/2019
59476K81NT,51,M,1882428,12/17/2017
41210L43ML,43,F,1092006,4/13/2019
22486X90QO,47,M,1240742,9/5/2018
59123P78IS,47,M,1725565,1/4/2018
40903H10NE,49,M,809233,11/7/2017
10093H78LL,64,F,734842,7/8/2018
87598R29XP,59,F,1318719,5/25/2017
28817G87QD,52,M,1826455,3/1/2019
11677X77MR,43,F,841146,8/9/2018
12047M45NY,37,M,1887599,8/28/2018
61288P54GG,36,M,1593268,3/31/2017
08554X10AK,64,M,1374378,2/5/2019
70638T32QZ,25,M,1277103,3/16/2018
63842E76NP,30,M,889402,8/9/2018
88798K57IT,49,M,1692375,12/28/2017
67713L93AA,35,M,1369725,4/20/2017
85879N78KJ,44,F,1431958,11/18/2016
70680K91YD,59,F,1950809,4/30/2018
79797H57KH,59,M,1610027,2/26/2019
89106Y01XQ,56,F,1380836,5/21/2019
71945S05KK,58,M,1322285,5/1/2018
63659D71QO,48,F,1006148,6/3/2017
50076H42AR,35,F,709327,10/14/2018
11436X55SM,35,F,945294,12/16/2017
46146Y91KT,33,M,1288465,2/16/2017
41966J93HB,49,M,1140617,5/12/2018
19786B24UX,32,F,661357,6/20/2019
39114A30RH,34,M,1116320,7/30/2018
68593I51QQ,29,F,545418,9/23/2018
19854N74WB,25,F,704961,5/2/2018
78499Z96BP,57,F,960541,6/21/2019
30489C80GN,57,F,1965844,1/2/2019
79860L02YA,55,F,1181628,2/22/2019
16042D21RU,41,F,1486357,2/27/2018
15923P15MC,61,F,971035,10/26/2016
63932S62PW,51,M,1421549,11/21/2018
31849L49DN,65,M,1199462,10/8/2018
13890R87SJ,38,F,1476427,11/13/2018
68225H18OV,43,M,1019799,12/29/2018
36740H74YU,63,F,848287,10/30/2017
10012I65HA,50,F,1197193,10/18/2018
77084N74NP,65,M,1738819,12/24/2018
73252O78KP,55,F,908562,3/29/2018
66382X79ST,41,F,1311408,1/27/2019
36372G48SF,61,M,1424678,6/2/2018
60739A74MI,30,M,1300097,8/27/2017
28756T49IX,46,F,948627,9/2/2018
36811K53BD,45,F,818272,7/14/2018
47630R10SG,45,M,825651,5/14/2018
16360S88ZM,54,M,1862454,5/2/2019
62806U99EI,36,M,1451538,7/31/2018
77587V22DZ,62,F,1530741,9/10/2018
59179H36LA,48,F,1413256,4/22/2018
36905X88TA,64,F,516118,3/10/2018
37222U32PD,45,F,1144020,6/27/2018
34785B22LO,31,F,536525,6/15/2019
94516M91DT,62,M,1328361,7/26/2018
00227P87BJ,41,M,1952588,7/29/2018
83902Z19LR,43,M,889926,5/30/2017
94263C03MZ,55,F,762486,7/8/2018
74791T43YY,60,M,914375,12/4/2017
02007S75WX,58,F,1387482,5/8/2019
59653P41JH,52,F,617677,12/30/2018
31212H42IC,64,M,1128039,12/13/2018
79004B13KN,33,M,813357,4/10/2018
75815F75PP,63,M,1594460,10/11/2018
79731O33XK,30,F,925406,8/4/2018
78050V13JY,33,F,1032183,10/25/2018
75207H29ZN,39,F,1012720,5/16/2018
85818X90DD,25,F,1032475,9/21/2017
76263I23LJ,42,F,1137947,9/26/2018
62817C95NA,36,F,1237856,3/12/2019
85269P73JP,61,F,1846148,6/3/2018
63673T53RN,25,M,730059,5/5/2019
60696L68XJ,48,M,1350045,6/10/2018
14266J38UE,35,F,1196140,9/29/2018
88765U84MD,28,M,1168561,11/6/2018
10808W81RH,25,F,753709,12/15/2018
32719K05VG,39,F,1048526,3/24/2019
89378I50NX,59,M,752939,10/6/2017
35728K57CA,47,F,1033530,5/30/2018
11704P83PX,26,M,847518,3/11/2018
06250I79FM,34,M,1496896,3/7/2019
85187X29HP,26,M,604635,6/27/2017
07763S26IG,33,F,770102,3/4/2019
31529G52BF,49,F,1426618,2/1/2019
48550A12HS,34,M,1079821,6/14/2018
01619L61ON,38,M,1202359,9/16/2018
49533J69CE,45,F,1193476,3/5/2017
98511X71QR,38,M,1489033,3/31/2019
07262B05IE,65,F,1866780,2/21/2018
87302Y18LH,54,F,1773060,4/11/2018
25902K09PG,65,F,1187388,9/22/2018
95816V19LU,48,F,897992,2/25/2018
42088Q14YX,43,F,840728,2/28/2019
01166O33MX,27,F,1007042,5/28/2019
26034D78CI,43,M,1145572,3/26/2019
00310L28RA,47,F,1577411,10/20/2018
51420L00RH,41,F,1020475,3/30/2018
79445V93ED,59,F,1975850,6/29/2019
35897K20HE,64,M,1118992,6/29/2019
05539L52BE,41,M,1015528,10/1/2017
37563V05HS,32,F,692703,1/5/2017
18584R17HD,34,F,874952,3/16/2019
62709O01EH,54,F,831708,2/22/2019
14177U53QW,63,F,381479,5/5/2018
21723T03GE,46,F,867106,4/12/2018
89825M53CF,42,M,1461810,2/3/2019
81477M80IW,44,M,1229941,10/12/2018
97359O10ER,41,F,1037749,11/23/2018
26766U99JB,35,M,1427125,9/27/2018
73827Q59FF,29,M,1006232,5/24/2018
18397Q00WJ,28,F,900459,12/27/2018
76370T69SP,41,F,1238805,5/17/2017
22173H18OT,46,M,1946021,3/20/2018
66853P83ES,45,F,927723,10/8/2018
49376M90QM,62,F,513949,7/5/2018
94913Y49AA,42,M,1915873,3/10/2018
48264U44FK,50,M,1301228,3/21/2019
99946U15IW,31,F,608400,9/19/2016
06346K57IX,40,F,1134970,12/26/2017
03204O77BQ,28,M,1495981,3/19/2018
37960Y85VB,43,M,1638997,8/14/2017
68116O35HZ,51,F,532228,5/12/2018
97731O33AC,54,M,1049628,4/1/2018
29627N72EY,62,M,1406606,10/3/2018
02904F23AX,45,F,1176563,10/25/2018
16185Z58ZX,55,F,1669803,9/20/2016
16540V14TI,34,M,1018497,1/1/2017
05944Q15WG,50,M,1239145,7/29/2018
24929H37AY,32,F,1024419,5/14/2019
28157K72NM,41,F,1529052,4/1/2019
93287R13NO,44,M,1362605,7/6/2018
02205F89OP,56,F,1855874,11/20/2018
49805Z49JG,54,M,530910,4/7/2019
96125Y16IT,27,F,1155001,11/1/2018
85854P54ZU,38,F,1093939,2/22/2017
62129R30KO,51,F,324883,5/14/2018
28681E47EI,51,F,543549,10/20/2018
87725M42RN,55,F,300141,6/8/2018
97324Z33FV,59,M,1468723,2/21/2019
37330N10RN,50,F,1014595,8/1/2018
65210S00QQ,49,M,1156764,6/27/2018
90601S57OD,61,F,494471,7/26/2018
83767O22PM,33,M,1318805,4/12/2018
77396N09EK,55,M,772408,4/23/2018
82280G70SB,41,M,1488334,5/25/2018
09644P41MZ,25,F,1082304,7/20/2017
60213K74DN,34,M,831376,4/19/2018
46420I07GG,53,F,405455,9/5/2018
55803F93KP,50,M,1497813,10/19/2018
75229E59PC,47,F,1506588,4/6/2019
10392E14TZ,25,M,907576,3/31/2018
72072Y97NS,40,F,1560611,2/17/2018
77976Y72UY,61,F,762887,4/20/2018
23068L94PN,60,F,699102,5/15/2019
86501G03TD,34,F,831142,11/29/2018
01419H09XG,57,F,1350621,3/27/2018
94819J81OJ,63,F,916164,9/28/2016
65750F22PA,33,M,788398,3/15/2017
57565C06XL,65,F,1060041,10/25/2016
71735A33UI,54,M,1606058,4/20/2018
39657G87GP,33,M,1245995,10/24/2018
06767X29OA,45,F,1492694,8/3/2017
07641L51DI,52,F,1902293,9/23/2018
02178F80SC,33,F,1025574,4/24/2019
06495K58WR,31,F,759560,8/27/2017
77307E11FD,41,F,1161796,4/29/2018
65513M68SE,42,M,1595763,8/10/2018
40599U55XV,35,M,649506,10/21/2018
91619C28SP,27,F,848576,12/12/2016
08507T28YF,36,M,1678900,8/7/2018
76188H56JL,25,F,546892,7/9/2018
12417W16YB,25,M,1376233,2/5/2019
27411F87HA,44,M,950114,6/23/2018
70046X78YY,61,F,767232,8/2/2018
52585M38RQ,30,F,1118223,1/6/2019
77526D79FA,25,F,1160408,4/27/2018
23979K28JN,64,F,1908422,8/22/2018
79829A16LY,35,F,696045,11/14/2018
70248G60DZ,30,F,973545,6/5/2018
08644J66ZJ,32,M,1478507,5/7/2018
72192Y55ZZ,33,M,909505,9/1/2018
48886O56GD,52,F,373235,9/11/2018
18357A77BD,25,M,868998,4/10/2018
01333I53ZV,51,M,789882,10/29/2018
68786K99LT,50,F,1453294,10/24/2018
58576F14BD,62,M,328895,5/21/2018
43789F91OK,52,M,633761,3/26/2019
91753K77MG,34,M,985464,11/10/2018
83090L54NX,65,M,1370519,3/16/2019
69480F71GP,36,F,1320257,1/29/2019
38974U06IG,46,M,1178042,8/16/2018
91500M23UP,26,M,811881,11/3/2018
20091A30OR,61,M,1184551,8/25/2017
27646O05MY,44,M,1338858,6/21/2019
81063F02GK,54,M,1967257,3/10/2018
17695X97IS,64,F,1370876,4/23/2019
21063T99BR,36,M,1645318,3/24/2019
62603A75HS,65,M,1014632,4/3/2018
38460M98SI,35,M,630599,10/2/2017
11359B31GV,28,M,1081457,10/10/2016
52242R93GR,52,F,797242,10/2/2018
80265G75FM,58,M,1000289,4/24/2019
23728V88NF,42,F,946010,3/11/2019
66461X05RV,32,M,836955,9/15/2017
17280J29ZT,35,F,784926,3/18/2018
70352F84TB,32,M,1410869,11/18/2018
07914Y78OE,48,F,1399545,1/18/2019
24472T17ZV,38,F,1087318,4/16/2019
75230I95HL,53,F,1951353,4/22/2018
39435E72FX,62,F,1211533,1/31/2019
37370X59UE,39,F,1599830,1/6/2019
13620M59BO,40,M,1829594,8/22/2018
16328E26JF,55,F,809325,1/8/2019
81773F19TN,30,M,1168977,1/20/2019
87627Q70QU,52,M,1615436,3/7/2019
51541M28IO,63,M,476253,4/16/2017
75651I15GT,58,F,1713443,2/21/2017
72657V20TB,32,F,1084275,8/15/2018
53177Z46QZ,40,F,1269865,4/20/2018
84989E60NK,38,M,904173,3/6/2018
18738K94ZL,58,M,1313900,5/8/2018
60189V76VW,32,M,1246232,5/19/2019
60142U56YN,54,F,458619,11/9/2018
82770S79DW,34,F,1139270,2/26/2019
44905W47NV,64,M,872465,10/9/2016
19874H29RJ,57,M,395714,11/21/2018
49670Y74TX,46,F,910129,7/28/2018
13136F16UW,39,F,1501132,11/20/2018
99765P48XC,56,M,367934,3/22/2018
76432S59UM,45,F,1126453,5/10/2019
50692C65OQ,29,F,815282,10/30/2018
32656O35AG,25,F,1183654,3/31/2018
65357R33JL,30,M,814189,3/30/2019
61381X22MC,32,F,800823,3/11/2019
07883B82GP,33,M,1298608,5/30/2018
63528J06ZZ,27,M,634014,12/24/2016
16999P44FV,65,F,1564963,1/24/2019
84305D93YF,38,F,1281069,10/25/2018
78359C10SG,48,M,1834692,6/15/2018
02516W09PD,45,F,1039916,11/30/2017
38686Q36HZ,27,F,963230,8/10/2018
88868S62FC,64,F,1634230,10/28/2018
49966D71CG,45,M,1547862,8/9/2018
99812M34IA,57,F,1924596,11/26/2018
29372I06JX,29,M,1147516,3/14/2018
72710X47TS,31,F,1062665,6/29/2018
77897H16PN,65,M,1734746,8/27/2017
81414P63QD,64,F,1237346,3/8/2018
31045L43BM,40,F,1027252,9/23/2018
09013D96VD,35,M,1360667,10/13/2018
04472U21IO,45,M,1371657,3/29/2019
57731P14JD,45,M,1412838,9/28/2017
82371L00XN,50,F,1342794,5/11/2018
27292C07GI,26,F,1010729,9/24/2017
81584Z40FA,44,F,980186,3/31/2018
39589M68FB,27,F,1037531,4/6/2019
39542H91XI,63,F,1403448,12/13/2017
04043E80WG,45,M,1567694,5/17/2018
19666K16AI,50,F,1001034,3/15/2019
71162X07VQ,31,M,1065549,5/1/2018
85481O84WG,57,F,379870,6/11/2019
28907H62VL,40,M,805353,6/22/2018
40534V47LI,62,M,1449345,11/29/2018
99634D80NU,64,F,799687,8/2/2018
98354F50NM,51,M,1422736,1/17/2019
50120M60JW,35,F,674778,6/18/2019
40906F25EF,52,F,734870,10/20/2018
79430B72OE,40,F,893568,1/2/2019
49799P68WG,57,M,512874,5/16/2019
62718V60IR,58,F,1295096,3/20/2017
37658L60PA,37,F,1503841,1/5/2019
56128V13TC,42,F,1120577,3/7/2018
81760V36ZD,36,M,1814159,5/19/2018
57882D18OH,31,M,937276,8/10/2018
49372V92BB,59,F,1711782,7/1/2018
70769Q48IG,49,F,1029876,10/1/2018
63457L44RR,43,M,1746977,11/2/2017
31540J61AT,38,M,1935771,6/26/2018
89570E48LP,37,F,1092385,12/21/2018
61261J50XP,50,M,1482727,8/13/2018
00066X39WP,63,F,1258939,3/4/2019
58738D68LV,27,F,1098629,6/12/2019
66145T58WJ,34,M,803080,11/11/2017
75977H01SC,31,F,1187966,1/30/2019
38934E04IO,40,F,1568948,9/4/2018
09109L96NC,35,M,1295314,11/20/2018
26238S94KR,50,M,1612463,6/7/2019
23821A37BG,37,M,1005439,2/15/2017
44775R45RV,37,F,1133714,10/17/2018
45107M29AP,62,F,1207349,1/3/2018
04724R00AJ,27,F,1119850,7/23/2017
74601W26FV,57,F,1500888,10/8/2018
63972P11JV,25,M,865055,10/3/2017
84739M66RL,58,M,989957,6/4/2019
43353N11TR,50,F,1418922,10/14/2018
50506Y21AX,54,M,1372817,3/5/2018
59134C82JR,41,F,852619,11/21/2016
45010L81XZ,36,F,1023555,8/15/2018
63560O51RR,36,M,1520009,2/10/2019
24192R33NU,65,F,437377,7/26/2018
43787B07NW,45,M,1919912,6/13/2019
64523S87CC,65,M,664930,7/14/2018
58364J70ZO,26,M,1036276,5/18/2018
41511L14ST,55,F,1547375,11/4/2016
19699K53ZZ,40,M,1921853,8/18/2018
44751M30YO,47,M,1010324,3/17/2019
18108F80AT,43,F,1565871,5/7/2019
46255W90YJ,48,M,1122868,2/3/2019
02930T02TC,27,M,884552,9/7/2018
00624R77XI,54,M,1384646,7/11/2018
30107E89GD,44,F,982608,2/16/2018
26918X52NH,43,F,1062749,6/26/2019
43568E98VF,28,F,603323,4/9/2019
13794M72NH,31,M,1087960,4/12/2019
96750G80KR,30,F,752649,12/30/2018
77999H93OW,56,M,1368149,5/11/2019
77480Y64OZ,38,F,1425336,9/27/2018
00081M18VP,38,M,1802623,12/18/2018
13800V68JK,48,M,953180,11/12/2016
03010U03RO,38,M,1626124,12/3/2017
35254Q93FA,62,M,1799203,6/1/2019
63606O64YC,40,F,945263,5/12/2018
00541V60IG,30,F,861277,2/19/2019
07242M67JA,57,M,301240,1/9/2019
26931Z90LF,31,M,723360,10/10/2018
35413V25EI,39,M,1444481,4/8/2018
39667E67ZG,25,M,1448973,9/7/2018
87696N74HV,45,F,1081567,1/7/2018
43301M56PL,57,F,1243961,3/9/2018
43232W47LO,46,M,1522588,9/18/2018
22660H04TK,30,F,521712,5/7/2017
84503L22CL,36,M,1217740,4/23/2018
45592S78HK,53,F,306625,10/23/2016
98360L15QI,53,M,1491009,8/24/2018
34693J93YF,36,M,1161238,7/17/2018
71532I72FN,63,M,824749,12/22/2018
28301S40FA,65,F,1361847,7/17/2018
51846K29HH,62,F,398368,1/2/2019
06848K24KD,45,M,1377983,8/16/2017
50501D34CT,60,M,1258077,2/4/2019
22429J01TB,59,F,1724668,6/18/2017
13367A24JK,55,F,309566,6/30/2019
00407I91WJ,62,F,876594,2/26/2018
24461U04OK,44,F,1513348,6/17/2018
21553E37ED,64,F,476117,4/13/2019
05642U44XR,33,M,1378182,10/15/2017
68200T02AD,64,F,1550583,6/11/2019
18080D60UK,42,F,1327462,3/28/2018
70702E28MG,54,F,573049,3/19/2019
77705N59YE,46,M,1469126,3/4/2019
87854N64HT,49,F,1297484,8/29/2017
99232D26DP,46,M,1398532,8/18/2018
92241A27LS,41,M,1313178,6/19/2018
86302L89AX,39,M,1245302,3/4/2019
76588A60MG,30,M,643568,10/23/2018
80638H12IT,36,F,913216,5/1/2018
31792P16WH,27,M,1399443,5/17/2018
90361C09XO,45,F,1206146,10/23/2018
54705G71ZK,32,M,894998,11/16/2018
05049M56DG,56,F,1731074,9/16/2016
44865U78FH,27,M,1143869,10/29/2018
59083I31DR,28,F,740125,5/24/2019
87893S78NF,52,M,1564165,1/26/2017
62234C14II,38,F,1545096,8/28/2017
23897Y40DS,31,F,760153,8/22/2018
52038I32KO,65,F,500018,1/10/2018
12945Q64LH,63,M,1443099,12/22/2018
39268W22LX,57,F,1437554,10/31/2018
35471G76UG,64,F,1359440,10/4/2018
78986Y34LL,26,F,737750,5/5/2017
25277V52IX,40,M,1147094,3/27/2019
41394W58VX,45,F,1519364,6/13/2017
44360Z28XM,65,F,1154152,4/23/2018
58433A17EQ,41,F,1100307,4/26/2019
17410U78UB,55,F,1481750,4/12/2018
27203N99ER,33,M,1358489,6/16/2019
25300U65BS,63,M,532380,6/12/2018
71992J85YN,25,M,739081,5/12/2018
35279G74SB,40,M,1475490,5/2/2019
86171K75DZ,31,F,562042,4/19/2018
49923V91YL,40,F,952697,3/28/2018
05740F40AZ,27,M,886788,9/23/2018
42094Z98UP,61,M,1530344,7/14/2017
85228N57EN,25,M,1353943,7/13/2018
94154Z44NU,62,M,968184,5/9/2019
19794H91ML,49,M,1567342,7/3/2017
46781D31RD,39,M,961628,4/28/2019
38706Q35TK,56,F,1951088,1/26/2019
35522O66PN,38,F,1469441,2/3/2019
58501S87ZY,39,M,1667443,8/21/2018
68060Z09ZI,51,F,769244,9/14/2018
19374S29GY,29,M,1495256,6/22/2017
77753Q39DF,55,F,787517,1/28/2019
18506S81LE,39,F,1443925,11/7/2017
83898E58UC,37,F,906979,5/15/2018
49387Y64LH,58,M,1702590,8/1/2018
80461T14ZD,62,M,1403160,4/22/2019
18225X09XH,52,M,1607516,5/14/2018
15030H51WX,53,F,335351,4/30/2019
89642Y08VS,59,F,1504760,7/17/2018
