ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT,GENDER_M,GENDER_F,SEGMENT_1,SEGMENT_2,SEGMENT_3,SEGMENT_4
03891U03WD,41,M,333454,263,1,2,1,0,False,True,False,False
03891W27VM,36,M,621387,310,1,2,1,0,False,True,False,False
03892T24YR,41,F,609960,16,0,1,0,1,True,False,False,False
03893U30AZ,65,F,184811,313,1,2,0,1,False,True,False,False
03897T87ZE,43,F,553365,441,1,3,0,1,False,False,True,False
03902G09DU,41,F,490755,312,1,2,0,1,False,True,False,False
03902N67OG,32,F,354165,403,0,3,0,1,False,False,True,False
03903Y85EB,62,F,460688,450,1,3,0,1,False,False,True,False
03903Y92BM,31,F,290483,297,1,2,0,1,False,True,False,False
03905V48MX,44,F,323413,812,1,4,0,1,False,False,False,True
03906D59EW,29,M,234135,306,0,2,1,0,False,True,False,False
03906S14RH,48,M,406160,241,1,2,1,0,False,True,False,False
03908D13DK,39,F,700925,219,1,2,0,1,False,True,False,False
03908V56QL,59,M,91169,283,0,2,1,0,False,True,False,False
03909C08GP,62,F,338120,296,0,2,0,1,False,True,False,False
03913Z03EA,60,M,369560,39,0,1,1,0,True,False,False,False
03917E63PP,54,M,661985,581,1,4,1,0,False,False,False,True
03919N10KE,49,M,292393,424,0,3,1,0,False,False,True,False
03919S47RN,45,M,781867,445,0,3,1,0,False,False,True,False
03921Q07QU,50,F,403413,86,0,1,0,1,True,False,False,False
03923M35IO,53,F,190691,477,1,3,0,1,False,False,True,False
03923S24CJ,25,M,295193,102,0,1,1,0,True,False,False,False
03924H64PP,65,M,762536,119,1,1,1,0,True,False,False,False
03927D71LS,63,M,669547,518,0,4,1,0,False,False,False,True
03933R46LI,42,M,494576,449,1,3,1,0,False,False,True,False
03934Z52WO,43,M,252171,466,1,3,1,0,False,False,True,False
03935R57ER,63,M,790645,470,1,3,1,0,False,False,True,False
03937C61XJ,44,M,793429,492,1,3,1,0,False,False,True,False
03944J52RE,27,F,261501,265,1,2,0,1,False,True,False,False
03945K55MU,56,M,685791,99,0,1,1,0,True,False,False,False
03950L51JP,61,M,285064,47,0,1,1,0,True,False,False,False
03955W18FA,43,M,361458,265,0,2,1,0,False,True,False,False
03957M91FZ,30,M,135958,820,0,4,1,0,False,False,False,True
03958J20NI,60,F,165024,55,0,1,0,1,True,False,False,False
03958R62BL,57,M,316468,561,1,4,1,0,False,False,False,True
03959K96FD,55,M,221925,273,0,2,1,0,False,True,False,False
03960Y63CG,48,M,480574,252,1,2,1,0,False,True,False,False
03962C01SS,31,M,163638,337,1,2,1,0,False,True,False,False
03967T68LS,60,F,112219,242,0,2,0,1,False,True,False,False
03972K00XY,50,F,582923,491,1,3,0,1,False,False,True,False
03973Q85NF,44,F,270659,1015,0,4,0,1,False,False,False,True
03975R53FF,53,M,768112,28,1,1,1,0,True,False,False,False
03976U24QZ,32,M,294424,198,1,1,1,0,True,False,False,False
03977L34KN,40,F,479373,311,1,2,0,1,False,True,False,False
03977L34XP,64,M,736316,162,0,1,1,0,True,False,False,False
03978N32UO,28,F,394433,236,0,2,0,1,False,True,False,False
03980L28SN,29,F,333771,216,1,2,0,1,False,True,False,False
03981L97RJ,34,F,434664,471,1,3,0,1,False,False,True,False
03982C59GI,39,M,144909,259,0,2,1,0,False,True,False,False
03982X70VQ,30,M,253127,851,1,4,1,0,False,False,False,True
03985A26IO,44,F,361997,236,1,2,0,1,False,True,False,False
03985Z93ZB,53,F,488019,267,0,2,0,1,False,True,False,False
03987R37YW,62,F,162915,300,0,2,0,1,False,True,False,False
03990E66OE,51,M,223192,219,0,2,1,0,False,True,False,False
03992H65QJ,59,F,179912,198,0,1,0,1,True,False,False,False
03994G67MR,36,M,423067,414,1,3,1,0,False,False,True,False
03994V73EB,58,F,208232,359,0,2,0,1,False,True,False,False
03997Q15TL,33,F,443750,204,0,2,0,1,False,True,False,False
03997Y05MV,35,F,154152,351,0,2,0,1,False,True,False,False
04002F21VC,58,F,281720,843,1,4,0,1,False,False,False,True
04003J90RS,43,M,309678,359,1,2,1,0,False,True,False,False
04005N66FQ,49,M,143148,491,0,3,1,0,False,False,True,False
04006D51EU,37,F,396067,48,1,1,0,1,True,False,False,False
04013F90AY,50,M,189248,421,1,3,1,0,False,False,True,False
04016R17YC,44,M,541360,309,0,2,1,0,False,True,False,False
04017C11CW,53,M,622602,493,1,3,1,0,False,False,True,False
04017V16ID,33,M,235085,213,0,2,1,0,False,True,False,False
04019C40FV,51,M,486378,417,1,3,1,0,False,False,True,False
04021C24WJ,39,F,373629,472,0,3,0,1,False,False,True,False
04025W83XZ,25,M,152067,324,0,2,1,0,False,True,False,False
04025Y40VV,34,M,232065,1009,0,4,1,0,False,False,False,True
04026P06OJ,65,M,420203,334,1,2,1,0,False,True,False,False
04027J80MY,61,M,245610,235,0,2,1,0,False,True,False,False
04028O12BK,43,M,729280,149,1,1,1,0,True,False,False,False
04029L17QB,39,F,337421,250,0,2,0,1,False,True,False,False
04029N61AC,53,M,244480,384,1,3,1,0,False,False,True,False
04034A01QN,47,F,465656,241,1,2,0,1,False,True,False,False
04034M59WT,40,M,182093,487,0,3,1,0,False,False,True,False
04035S17SA,63,M,662524,227,1,2,1,0,False,True,False,False
04037C88YQ,57,F,91133,257,0,2,0,1,False,True,False,False
04038L65VA,42,M,367430,466,0,3,1,0,False,False,True,False
04047T73BS,30,M,108197,237,0,2,1,0,False,True,False,False
04050A14YI,26,F,254448,370,1,3,0,1,False,False,True,False
04050M66VT,36,M,408820,223,1,2,1,0,False,True,False,False
04052W24UM,44,M,118975,481,1,3,1,0,False,False,True,False
04055Z74UT,33,M,181099,528,1,4,1,0,False,False,False,True
04056C35KV,41,F,281213,123,0,1,0,1,True,False,False,False
04059J46GQ,28,F,336876,226,1,2,0,1,False,True,False,False
04062Q46AR,29,M,265508,349,0,2,1,0,False,True,False,False
04064W62FH,27,M,262077,466,1,3,1,0,False,False,True,False
04065E44LF,30,F,160288,227,0,2,0,1,False,True,False,False
04070W09GR,44,M,191126,299,0,2,1,0,False,True,False,False
04076I90ZQ,28,M,103060,94,0,1,1,0,True,False,False,False
04079Q17KK,29,M,147101,879,0,4,1,0,False,False,False,True
04083D02KV,40,M,249447,416,1,3,1,0,False,False,True,False
04083M25PY,34,M,189802,526,1,4,1,0,False,False,False,True
04085W56HJ,58,F,421741,769,1,4,0,1,False,False,False,True
04087N65CF,60,M,784031,403,1,3,1,0,False,False,True,False
04098P42NW,35,M,244920,88,1,1,1,0,True,False,False,False
04099T48ZS,36,M,177976,232,0,2,1,0,False,True,False,False
04100L82MB,32,M,182468,436,1,3,1,0,False,False,True,False
04106K71KY,45,M,674459,154,1,1,1,0,True,False,False,False
04107L34DF,57,M,177086,679,1,4,1,0,False,False,False,True
04109Z42OG,37,F,421627,218,0,2,0,1,False,True,False,False
04116A59YB,33,M,270093,307,0,2,1,0,False,True,False,False
04118A67LS,25,M,259904,274,1,2,1,0,False,True,False,False
04120O23RK,30,F,442691,497,1,3,0,1,False,False,True,False
04125I91FJ,52,F,350280,239,0,2,0,1,False,True,False,False
04128R88CE,42,F,433387,556,1,4,0,1,False,False,False,True
04131V52YG,50,M,178262,462,1,3,1,0,False,False,True,False
04133C01AC,50,M,428781,332,1,2,1,0,False,True,False,False
04134Q10QS,42,F,351440,327,1,2,0,1,False,True,False,False
04137Z58AV,61,F,445821,432,0,3,0,1,False,False,True,False
04141H66LM,60,M,508948,422,1,3,1,0,False,False,True,False
04142T55XY,63,M,797117,271,1,2,1,0,False,True,False,False
04143I19XX,51,M,218450,864,1,4,1,0,False,False,False,True
04144K16ZV,38,F,480301,281,0,2,0,1,False,True,False,False
04146B16QI,48,F,470048,256,1,2,0,1,False,True,False,False
04146I74SR,49,M,136601,480,1,3,1,0,False,False,True,False
04147I13MO,47,M,454084,293,0,2,1,0,False,True,False,False
04147J58GW,26,M,140532,435,0,3,1,0,False,False,True,False
04147P04KE,41,M,742776,659,1,4,1,0,False,False,False,True
04151F59UP,30,F,479200,280,0,2,0,1,False,True,False,False
04152H45MX,57,F,254560,233,0,2,0,1,False,True,False,False
04158K47AS,33,M,100320,121,0,1,1,0,True,False,False,False
04159B01IL,37,F,405157,298,1,2,0,1,False,True,False,False
04160D58FL,36,F,450336,269,0,2,0,1,False,True,False,False
04160M86QK,31,F,321189,323,0,2,0,1,False,True,False,False
04160Q21YZ,47,F,343075,432,1,3,0,1,False,False,True,False
04161Y11ZO,44,F,325203,632,1,4,0,1,False,False,False,True
04162S54FX,58,M,691886,79,0,1,1,0,True,False,False,False
04170H58CA,51,F,89632,31,0,1,0,1,True,False,False,False
04171B71VE,42,M,511512,185,1,1,1,0,True,False,False,False
04171G38WU,34,F,414020,278,1,2,0,1,False,True,False,False
04171X06NY,50,M,573275,148,1,1,1,0,True,False,False,False
04172Y55KE,62,F,478789,827,1,4,0,1,False,False,False,True
04173I68PG,42,F,365323,244,1,2,0,1,False,True,False,False
04174G55QJ,36,M,197481,251,0,2,1,0,False,True,False,False
04176J18YX,34,M,166402,280,0,2,1,0,False,True,False,False
04178K64KA,43,F,379784,484,1,3,0,1,False,False,True,False
04179T20QC,62,M,789039,219,0,2,1,0,False,True,False,False
04184K85HA,30,F,416296,484,0,3,0,1,False,False,True,False
04185X65HQ,29,F,309605,309,0,2,0,1,False,True,False,False
04191H60WV,59,M,279946,257,0,2,1,0,False,True,False,False
04193E09KG,39,M,293593,296,1,2,1,0,False,True,False,False
04193T60GZ,45,M,104673,428,0,3,1,0,False,False,True,False
04196C54PR,48,M,159152,474,1,3,1,0,False,False,True,False
04198V41DN,55,F,232883,987,1,4,0,1,False,False,False,True
04199U31HS,62,F,456128,509,1,4,0,1,False,False,False,True
04200K84MC,48,M,326100,265,1,2,1,0,False,True,False,False
04203D04MG,50,F,378651,373,1,3,0,1,False,False,True,False
04211L12XS,42,M,171452,223,0,2,1,0,False,True,False,False
04221X31LH,33,F,487725,288,0,2,0,1,False,True,False,False
04223Z55RR,51,F,271752,579,1,4,0,1,False,False,False,True
04224P00IU,33,F,353197,465,1,3,0,1,False,False,True,False
04226U99UJ,38,F,494499,175,0,1,0,1,True,False,False,False
04227X65KE,60,M,534100,270,0,2,1,0,False,True,False,False
04228A87JL,53,F,93840,549,1,4,0,1,False,False,False,True
04231M32XZ,48,M,479333,352,0,2,1,0,False,True,False,False
04231X34PT,42,M,714008,207,1,2,1,0,False,True,False,False
04236E71HO,30,M,227498,309,1,2,1,0,False,True,False,False
04239U62ZX,30,F,190141,227,0,2,0,1,False,True,False,False
04239Y93TH,45,F,285587,294,0,2,0,1,False,True,False,False
04244X98XN,56,F,162843,248,0,2,0,1,False,True,False,False
04246C62QU,62,M,722247,62,0,1,1,0,True,False,False,False
04247T12SG,58,F,92627,722,1,4,0,1,False,False,False,True
04251N86YL,26,M,152192,879,1,4,1,0,False,False,False,True
04253U66AX,50,F,436832,904,1,4,0,1,False,False,False,True
04255Y64EE,60,M,227304,21,0,1,1,0,True,False,False,False
04259W72EQ,55,M,789315,281,0,2,1,0,False,True,False,False
04266X89IR,53,F,147803,195,0,1,0,1,True,False,False,False
04267B57FK,40,M,265505,484,1,3,1,0,False,False,True,False
04271X17EK,46,M,209658,477,1,3,1,0,False,False,True,False
04274O56VQ,63,M,797690,364,0,3,1,0,False,False,True,False
04281C39PP,55,M,682727,222,1,2,1,0,False,True,False,False
04281J26LR,44,F,778392,878,1,4,0,1,False,False,False,True
04282F19FC,28,F,275723,235,0,2,0,1,False,True,False,False
04285W71FE,55,F,124267,344,0,2,0,1,False,True,False,False
04288V22ZW,26,M,278904,106,1,1,1,0,True,False,False,False
04294X74BP,53,M,122071,5,0,1,1,0,True,False,False,False
04297E87PW,63,F,150557,218,0,2,0,1,False,True,False,False
04298V42PO,40,M,517645,164,1,1,1,0,True,False,False,False
04303B65GY,41,M,784221,424,1,3,1,0,False,False,True,False
04303X98XN,29,F,398338,437,1,3,0,1,False,False,True,False
04306C83ZR,29,M,286727,3,0,1,1,0,True,False,False,False
04306N90BQ,39,M,697829,343,1,2,1,0,False,True,False,False
04313T02XK,49,F,456192,267,0,2,0,1,False,True,False,False
04316J38JU,64,M,278251,355,1,2,1,0,False,True,False,False
04318T91CO,31,F,149976,296,1,2,0,1,False,True,False,False
04320D40UH,38,M,150471,63,0,1,1,0,True,False,False,False
04326I13TI,59,M,434581,14,0,1,1,0,True,False,False,False
04326Q87HF,56,F,101259,37,0,1,0,1,True,False,False,False
04328W05OQ,38,F,377784,387,1,3,0,1,False,False,True,False
04334V07MM,52,M,670942,331,0,2,1,0,False,True,False,False
04334X18YG,56,F,140331,167,0,1,0,1,True,False,False,False
04337X07BD,30,M,262893,359,0,2,1,0,False,True,False,False
04343A19SQ,47,F,622621,386,1,3,0,1,False,False,True,False
04343R93YY,62,M,362196,898,1,4,1,0,False,False,False,True
04345S59IQ,28,F,314480,342,0,2,0,1,False,True,False,False
04348U81TO,55,M,223008,69,0,1,1,0,True,False,False,False
04352Q09TW,52,F,251275,263,0,2,0,1,False,True,False,False
04355P53WZ,64,F,158595,444,1,3,0,1,False,False,True,False
04357D52YW,55,M,489053,220,0,2,1,0,False,True,False,False
04358H86XH,29,F,335998,401,0,3,0,1,False,False,True,False
04363K46TD,62,F,81691,118,0,1,0,1,True,False,False,False
04368V88IZ,61,F,425843,864,1,4,0,1,False,False,False,True
04370M02AR,63,M,288730,28,0,1,1,0,True,False,False,False
04372M99PS,41,F,387725,520,1,4,0,1,False,False,False,True
04373J51LK,45,M,476253,210,0,2,1,0,False,True,False,False
04374O64DO,35,F,372907,298,0,2,0,1,False,True,False,False
04374V25IB,50,M,199790,272,1,2,1,0,False,True,False,False
04378U25GK,42,M,191644,31,0,1,1,0,True,False,False,False
04378X28MT,44,F,394568,359,0,2,0,1,False,True,False,False
04379V19KX,58,F,431245,112,1,1,0,1,True,False,False,False
04381M27NP,51,F,229813,262,0,2,0,1,False,True,False,False
04387J65XD,56,F,226547,853,1,4,0,1,False,False,False,True
04387Y94RJ,61,M,106508,932,0,4,1,0,False,False,False,True
04390Z83NR,65,M,411550,202,0,2,1,0,False,True,False,False
04393F89SM,64,M,508680,333,0,2,1,0,False,True,False,False
04394D45XL,57,M,778017,407,1,3,1,0,False,False,True,False
04394V34FH,33,F,143440,401,1,3,0,1,False,False,True,False
04395G06EV,31,F,198291,500,0,4,0,1,False,False,False,True
04400Q12FO,27,M,235937,433,1,3,1,0,False,False,True,False
04400T03SF,47,F,399552,478,1,3,0,1,False,False,True,False
04407A55MQ,44,M,291375,101,0,1,1,0,True,False,False,False
04411O09AO,35,F,439771,185,0,1,0,1,True,False,False,False
04411R68EO,55,M,141337,333,0,2,1,0,False,True,False,False
04412G19WG,65,M,797338,713,0,4,1,0,False,False,False,True
04413U42NH,63,F,507749,781,1,4,0,1,False,False,False,True
04420X60TT,32,M,262794,262,1,2,1,0,False,True,False,False
04424V98AK,39,F,642336,302,1,2,0,1,False,True,False,False
04425C42QT,61,F,196613,206,0,2,0,1,False,True,False,False
04427X50RS,48,M,321369,499,1,3,1,0,False,False,True,False
04428C67ZQ,34,F,379349,277,0,2,0,1,False,True,False,False
04431J55WL,59,F,476445,125,1,1,0,1,True,False,False,False
04436J74NZ,35,M,235645,679,1,4,1,0,False,False,False,True
04445I12LH,37,M,112664,404,0,3,1,0,False,False,True,False
04446W36XJ,37,M,770261,751,0,4,1,0,False,False,False,True
04446Z30FX,37,F,275837,262,1,2,0,1,False,True,False,False
04449K30BF,31,F,306099,319,0,2,0,1,False,True,False,False
04449L08SV,31,M,208463,62,0,1,1,0,True,False,False,False
04451U91CW,60,F,167645,378,1,3,0,1,False,False,True,False
04454H54LW,64,M,448313,224,0,2,1,0,False,True,False,False
04456R95NC,37,M,499004,276,0,2,1,0,False,True,False,False
04456S62OW,50,M,392286,20,1,1,1,0,True,False,False,False
04462C89GW,39,F,688464,204,0,2,0,1,False,True,False,False
04465T97HT,31,F,314089,275,0,2,0,1,False,True,False,False
04466K07NV,50,F,420933,271,0,2,0,1,False,True,False,False
04469S93SU,45,M,138232,344,1,2,1,0,False,True,False,False
04469Z11VD,45,M,354693,392,1,3,1,0,False,False,True,False
04472G52QL,35,M,153635,436,1,3,1,0,False,False,True,False
04477N49ZI,37,F,354421,606,0,4,0,1,False,False,False,True
04480Y22OU,55,F,252640,143,0,1,0,1,True,False,False,False
04486R88HW,38,F,384627,468,1,3,0,1,False,False,True,False
04488J50DC,55,M,270772,173,0,1,1,0,True,False,False,False
04493Y56WK,40,M,289421,237,1,2,1,0,False,True,False,False
04501G47KQ,49,M,438726,278,1,2,1,0,False,True,False,False
04502I39IC,38,M,101467,346,0,2,1,0,False,True,False,False
04505A67DT,56,M,356842,116,0,1,1,0,True,False,False,False
04508W09AB,56,F,114880,252,0,2,0,1,False,True,False,False
04512D20BM,49,M,292849,29,0,1,1,0,True,False,False,False
04513U64GS,60,M,523141,459,1,3,1,0,False,False,True,False
04514N36SF,49,M,510208,405,1,3,1,0,False,False,True,False
04515B08RJ,40,F,716568,90,0,1,0,1,True,False,False,False
04520T95EN,50,F,400760,458,1,3,0,1,False,False,True,False
04521A98DR,31,M,193771,30,0,1,1,0,True,False,False,False
04521M94NS,40,M,248237,205,1,2,1,0,False,True,False,False
04522F84DI,32,F,254227,333,0,2,0,1,False,True,False,False
04523I48KY,54,F,506925,338,0,2,0,1,False,True,False,False
04525Z15IA,40,M,185007,176,0,1,1,0,True,False,False,False
04529A87MQ,60,M,703071,241,0,2,1,0,False,True,False,False
04530M40WR,45,M,130812,306,0,2,1,0,False,True,False,False
04538Y92BB,64,M,96145,244,0,2,1,0,False,True,False,False
04553L32ED,50,M,553365,37,1,1,1,0,True,False,False,False
04559A81BO,64,F,514211,356,0,2,0,1,False,True,False,False
04560D05JB,31,M,162967,499,0,3,1,0,False,False,True,False
04563A39LY,61,F,316445,229,1,2,0,1,False,True,False,False
04564I39DP,40,F,352405,407,1,3,0,1,False,False,True,False
04565N08JZ,30,M,106634,1012,1,4,1,0,False,False,False,True
04567L22VW,58,F,118952,125,0,1,0,1,True,False,False,False
04567O04OO,43,M,348527,493,1,3,1,0,False,False,True,False
04570S45QR,27,M,165603,462,1,3,1,0,False,False,True,False
04572M63OI,48,M,320042,402,1,3,1,0,False,False,True,False
04573K25DC,27,M,155027,389,1,3,1,0,False,False,True,False
04583W58NS,28,F,210907,217,1,2,0,1,False,True,False,False
04584S53EY,52,M,772914,973,1,4,1,0,False,False,False,True
04584Y30KX,46,M,128948,170,0,1,1,0,True,False,False,False
04585N41AC,60,F,163432,357,0,2,0,1,False,True,False,False
04586E99EW,41,F,673320,274,1,2,0,1,False,True,False,False
04586V78LK,38,M,502027,205,0,2,1,0,False,True,False,False
04591N19WZ,40,F,721741,374,1,3,0,1,False,False,True,False
04593R78JA,31,F,152517,213,0,2,0,1,False,True,False,False
04595F66IV,47,F,318597,108,0,1,0,1,True,False,False,False
04597C02DH,55,F,351576,493,1,3,0,1,False,False,True,False
04597X35GS,41,M,299376,326,1,2,1,0,False,True,False,False
04598P61YR,33,M,151997,510,1,4,1,0,False,False,False,True
04603U90QO,38,F,397163,432,1,3,0,1,False,False,True,False
04604N60WA,29,F,342205,52,1,1,0,1,True,False,False,False
04606J83GV,34,M,288091,464,1,3,1,0,False,False,True,False
04611M22VU,65,M,302458,266,1,2,1,0,False,True,False,False
04614M73UU,30,F,379136,498,1,3,0,1,False,False,True,False
04615M18QO,28,F,403010,413,1,3,0,1,False,False,True,False
04615V33RF,27,M,294068,247,1,2,1,0,False,True,False,False
04618K51QY,26,M,180341,395,1,3,1,0,False,False,True,False
04621N37QQ,41,M,277206,474,0,3,1,0,False,False,True,False
04623H98SA,62,F,102699,957,0,4,0,1,False,False,False,True
04624L56IA,45,M,322820,264,1,2,1,0,False,True,False,False
04624P24QO,56,M,797515,242,1,2,1,0,False,True,False,False
04625H57NR,38,M,212526,284,1,2,1,0,False,True,False,False
04626E84DL,30,F,482219,500,0,4,0,1,False,False,False,True
04629P80AJ,32,M,265238,173,0,1,1,0,True,False,False,False
04630G64PG,36,M,189807,491,1,3,1,0,False,False,True,False
04630P95VH,45,M,162101,479,1,3,1,0,False,False,True,False
04632T99KD,64,F,523365,225,1,2,0,1,False,True,False,False
04633R50TO,46,F,322432,133,0,1,0,1,True,False,False,False
04634J01IN,63,M,338919,367,1,3,1,0,False,False,True,False
04634R98VH,30,M,129937,50,0,1,1,0,True,False,False,False
04636D40UW,60,M,428571,350,1,2,1,0,False,True,False,False
04636V61VN,44,F,785269,400,1,3,0,1,False,False,True,False
04639V27FN,60,F,504325,493,1,3,0,1,False,False,True,False
04642M49IO,64,F,502232,223,1,2,0,1,False,True,False,False
04647I48SB,64,F,99288,433,0,3,0,1,False,False,True,False
04648T90UT,57,M,149912,283,0,2,1,0,False,True,False,False
04651E76XI,33,M,205571,291,0,2,1,0,False,True,False,False
04665R70YZ,32,M,108743,87,0,1,1,0,True,False,False,False
04667D61HO,61,F,480595,310,1,2,0,1,False,True,False,False
04667Q82CC,62,M,731758,894,1,4,1,0,False,False,False,True
04669P82YQ,46,M,765403,258,1,2,1,0,False,True,False,False
04671O59US,33,M,244118,257,0,2,1,0,False,True,False,False
04677K85FT,47,F,404928,239,1,2,0,1,False,True,False,False
04678X74FZ,37,M,132603,285,0,2,1,0,False,True,False,False
04688E18AM,48,M,300057,463,1,3,1,0,False,False,True,False
04689A66CO,30,F,299307,325,0,2,0,1,False,True,False,False
04691I21CO,55,M,242039,52,0,1,1,0,True,False,False,False
04692M01YD,45,M,513928,649,1,4,1,0,False,False,False,True
04696K94ZN,36,F,421947,305,0,2,0,1,False,True,False,False
04697M44KX,46,M,470075,50,1,1,1,0,True,False,False,False
04706Z59KV,53,M,315644,123,0,1,1,0,True,False,False,False
04708N39IX,26,M,238050,14,0,1,1,0,True,False,False,False
04710E12EC,38,M,787227,797,1,4,1,0,False,False,False,True
04718O17BH,50,M,166041,317,1,2,1,0,False,True,False,False
04718Z86GJ,27,M,108384,366,0,3,1,0,False,False,True,False
04721P01MW,47,F,682147,399,1,3,0,1,False,False,True,False
04721R56DF,31,M,132005,362,0,3,1,0,False,False,True,False
04722R24WD,33,F,417117,385,0,3,0,1,False,False,True,False
04726N14XP,51,F,469973,270,0,2,0,1,False,True,False,False
04726Q46DL,34,F,314253,209,0,2,0,1,False,True,False,False
04733F42PX,56,M,603427,235,0,2,1,0,False,True,False,False
04733J30IG,47,F,289272,477,1,3,0,1,False,False,True,False
04734D23ZY,25,M,151389,350,1,2,1,0,False,True,False,False
04742T92OR,28,M,169420,233,0,2,1,0,False,True,False,False
04744C80OV,34,M,202539,417,1,3,1,0,False,False,True,False
04750V54DA,28,F,448952,340,0,2,0,1,False,True,False,False
04755G90SQ,25,F,350078,356,1,2,0,1,False,True,False,False
04755V62OJ,25,F,350552,395,1,3,0,1,False,False,True,False
04757I90ZI,48,M,129598,397,1,3,1,0,False,False,True,False
04757J12BW,27,M,195581,418,1,3,1,0,False,False,True,False
04760B70QF,38,F,641552,418,1,3,0,1,False,False,True,False
04765L66XQ,25,F,306880,415,0,3,0,1,False,False,True,False
04767A96PI,46,M,182225,469,1,3,1,0,False,False,True,False
04767J77PB,47,F,684333,283,0,2,0,1,False,True,False,False
04769E75EB,60,M,135078,922,0,4,1,0,False,False,False,True
04769I87MW,28,F,404860,339,1,2,0,1,False,True,False,False
04771D30QA,34,M,201627,402,1,3,1,0,False,False,True,False
04775D43PW,49,F,517392,264,1,2,0,1,False,True,False,False
04779X74NH,59,M,577481,323,0,2,1,0,False,True,False,False
04782H78YL,57,F,332045,478,1,3,0,1,False,False,True,False
04783A34VF,47,F,367192,813,1,4,0,1,False,False,False,True
04786J70MJ,42,M,200278,439,1,3,1,0,False,False,True,False
04787T69CJ,39,M,474694,446,1,3,1,0,False,False,True,False
04788F17NP,52,M,799738,257,1,2,1,0,False,True,False,False
04788Y92HP,25,F,254272,278,0,2,0,1,False,True,False,False
04794H47OD,43,F,630200,340,1,2,0,1,False,True,False,False
04802I47PG,32,M,178991,302,1,2,1,0,False,True,False,False
04809F90JC,55,M,238593,293,1,2,1,0,False,True,False,False
04814F69KN,37,M,290606,353,0,2,1,0,False,True,False,False
04815E72QY,53,M,481532,349,1,2,1,0,False,True,False,False
04815I14WL,27,F,193395,248,1,2,0,1,False,True,False,False
04818A29MO,60,M,349739,245,0,2,1,0,False,True,False,False
04822D66YJ,56,F,420109,241,1,2,0,1,False,True,False,False
04822S81IT,45,M,564883,777,1,4,1,0,False,False,False,True
04822T89UA,42,M,192937,259,0,2,1,0,False,True,False,False
04828C26SL,36,M,240565,161,0,1,1,0,True,False,False,False
04831P56LP,52,M,667259,592,1,4,1,0,False,False,False,True
04831Y27ST,27,M,161577,725,1,4,1,0,False,False,False,True
04831Y67UX,53,F,382315,55,0,1,0,1,True,False,False,False
04838S51VE,34,M,211559,564,1,4,1,0,False,False,False,True
04842M34MV,31,F,163891,478,1,3,0,1,False,False,True,False
04842Z61BQ,28,F,191285,207,0,2,0,1,False,True,False,False
04843K69RZ,50,F,782891,386,1,3,0,1,False,False,True,False
04843Z38VU,63,M,613167,723,1,4,1,0,False,False,False,True
04845W05EM,61,F,81629,147,0,1,0,1,True,False,False,False
04847S79LC,49,M,690493,214,1,2,1,0,False,True,False,False
04849K91TM,34,M,147535,127,0,1,1,0,True,False,False,False
04849X10PD,29,M,252157,489,0,3,1,0,False,False,True,False
04851L18TQ,27,M,100976,500,1,4,1,0,False,False,False,True
04856Z74AC,55,M,334382,156,1,1,1,0,True,False,False,False
04857Q66DU,60,F,348760,343,0,2,0,1,False,True,False,False
04858B70DU,49,F,295309,285,0,2,0,1,False,True,False,False
04859S47LE,50,F,325808,718,0,4,0,1,False,False,False,True
04862H51NL,44,F,735323,280,1,2,0,1,False,True,False,False
04863G66GC,37,M,431383,394,1,3,1,0,False,False,True,False
04866O28LL,54,F,310312,503,1,4,0,1,False,False,False,True
04867T73QH,36,M,767211,394,1,3,1,0,False,False,True,False
04868P25TE,47,F,390056,665,1,4,0,1,False,False,False,True
04870I57JS,54,M,179343,146,0,1,1,0,True,False,False,False
04870S09EZ,37,F,278477,736,1,4,0,1,False,False,False,True
04872J98VL,41,M,445655,244,1,2,1,0,False,True,False,False
04874O82FT,39,M,299916,240,0,2,1,0,False,True,False,False
04876E97XB,59,M,215156,39,0,1,1,0,True,False,False,False
04878H40VZ,54,M,246013,667,1,4,1,0,False,False,False,True
04883C44VO,28,M,180597,98,0,1,1,0,True,False,False,False
04887P32IQ,59,F,175688,387,1,3,0,1,False,False,True,False
04888V81CU,51,M,521570,232,0,2,1,0,False,True,False,False
04892F52QJ,38,M,768752,256,1,2,1,0,False,True,False,False
04895M25UO,47,F,553285,369,1,3,0,1,False,False,True,False
04897R25MM,64,M,381745,998,1,4,1,0,False,False,False,True
04900Y96NF,28,F,338035,348,1,2,0,1,False,True,False,False
04906O78CF,64,F,256003,261,0,2,0,1,False,True,False,False
04906R57CZ,65,F,378115,324,0,2,0,1,False,True,False,False
04908O51GA,42,M,682405,746,1,4,1,0,False,False,False,True
04913J78DJ,34,F,455771,224,0,2,0,1,False,True,False,False
04921T72OQ,47,F,594472,452,1,3,0,1,False,False,True,False
04929H24UJ,25,F,163597,301,1,2,0,1,False,True,False,False
04933Q09YO,33,F,422790,298,0,2,0,1,False,True,False,False
04936S97JU,36,M,354563,395,1,3,1,0,False,False,True,False
04945K05CF,37,F,338685,480,1,3,0,1,False,False,True,False
04945P80ZZ,25,F,256741,478,1,3,0,1,False,False,True,False
04952U70AJ,57,F,160891,419,1,3,0,1,False,False,True,False
04955K81BN,27,M,267278,126,1,1,1,0,True,False,False,False
